session_id,target
0,0.0003454317
1,3.5385332e-05
2,4.3525117e-05
3,6.084062e-05
4,6.783195e-05
5,0.00013904225
6,0.0001925891
7,0.0004834775
8,0.00096100825
9,0.0056255623
10,5.1802937e-05
11,0.00019348861
12,0.0001496372
13,0.33264348
14,0.00022988036
15,0.006674984
16,0.00052037765
17,0.0002184083
18,0.0007476405
19,3.611565e-05
20,0.00075268163
21,0.00032407138
22,0.0001702004
23,0.0008835679
24,0.0011851112
25,6.168089e-05
26,0.0012036664
27,3.6189595e-05
28,0.0031215365
29,8.984636e-05
30,0.007911263
31,0.027986357
32,0.000495811
33,9.982782e-05
34,0.00094954605
35,0.00011107323
36,4.9092076e-05
37,4.197862e-05
38,8.984636e-05
39,6.7903704e-05
40,0.00082034443
41,0.0041060946
42,7.741789e-05
43,0.00013158325
44,0.010719271
45,4.0840594e-05
46,0.00044467772
47,0.00078627584
48,0.00016366936
49,7.890666e-05
50,6.01609e-05
51,8.668191e-05
52,0.0010637122
53,0.00013166427
54,0.00039496907
55,0.0023168446
56,5.5061213e-05
57,0.00044612665
58,3.555274e-05
59,5.5783552e-05
60,5.6587833e-05
61,0.0025710952
62,5.49433e-05
63,0.00042316187
64,3.6229594e-05
65,4.0018167e-05
66,0.00079110236
67,0.00015982159
68,0.0016800351
69,0.0001479835
70,0.00013612356
71,3.6229594e-05
72,0.15263902
73,3.5385332e-05
74,0.000115280774
75,0.00014396425
76,0.000627596
77,0.0018797345
78,8.687118e-05
79,0.0004624221
80,0.00011532466
81,0.00038022856
82,5.354725e-05
83,0.002575216
84,8.545912e-05
85,3.6115674e-05
86,0.0004951561
87,8.703993e-05
88,0.00069447345
89,0.007897822
90,0.00012826253
91,0.00011893078
92,0.0033795538
93,0.0012359837
94,0.0006642503
95,3.5406658e-05
96,0.000155294
97,0.00073985435
98,6.9796326e-05
99,6.48184e-05
100,0.003661798
101,0.0013412649
102,0.00051531254
103,0.0019357894
104,5.128754e-05
105,0.00057538017
106,0.0019200369
107,0.00016342606
108,0.0001871925
109,6.7654866e-05
110,0.00023052885
111,4.8052134e-05
112,0.002109382
113,7.876469e-05
114,0.00027656535
115,0.00043533277
116,0.0020877637
117,0.00045738282
118,0.00024705904
119,0.00018270267
120,4.7793565e-05
121,8.984636e-05
122,0.00016461893
123,8.854338e-05
124,0.00042076997
125,3.5171994e-05
126,6.892575e-05
127,0.0012860121
128,0.00055587245
129,0.000470205
130,0.00060422183
131,5.420649e-05
132,0.00067974615
133,6.370233e-05
134,0.00022724173
135,0.0006049123
136,0.00051560265
